ID_hash	ult_avaliacao_clima	qtde_projetos_3m	qtde_projetos_6m	qtde_projetos_12m	qtde_projetos_24m	media_horas_trabalho_3m	media_horas_trabalho_6m	media_horas_trabalho_12m	tempo_empresa	flag_promocao_3m	flag_promocao_6m	flag_promocao_12m	flag_promocao_vida	departamento	patamar_salario	turnover
1051	0.87	0	2	4	7	191	191	179	1	0	0	0	0	vendas	01_menor_igual_media	0
1052	0.86	2	3	3	3	159	159	155	3	0	0	0	1	dados	02_acima_media	0
1053	0.04	6	6	8	12	206	203	207	4	0	0	0	0	vendas	01_menor_igual_media	0
1054	0.95	4	5	7	12	165	158	154	4	0	0	0	0	dados	01_menor_igual_media	0
1055	0.06	2	6	9	10	194	196	196	4	0	0	0	1	dados	01_menor_igual_media	0
1056	1	0	4	6	6	186	176	179	1	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1057	0.66	0	2	4	9	157	153	149	3	1	0	0	1	TI/suporte	01_menor_igual_media	0
1058	0.88	0	2	5	6	180	179	180	1	0	0	0	0	TI/suporte	02_acima_media	0
1059	0.57	4	4	6	8	186	184	172	1	0	0	0	1	TI/suporte	01_menor_igual_media	1
1060	0.66	2	5	5	10	152	153	155	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
1061	0.21	1	6	8	8	163	159	171	1	0	0	0	0	marketing/produto	02_acima_media	0
1062		3	3	6	9	165	175	174	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
1063	0.72	1	5	8	8	179	188	194	5	0	0	0	1	TI/suporte	02_acima_media	0
1064	0.09	6	6	8	11	178	177	176	4	0	0	1	1	dados	01_menor_igual_media	1
1065	0.77	2	3	6	7	176	184	184	2	0	0	0	1	vendas	01_menor_igual_media	0
1066	0.89	0	3	3	6	165	168	166	6	0	0	0	1	dados	01_menor_igual_media	0
1067	0.86	3	4	7	12	159	159	148	5	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1068	0.17	0	2	5	8	155	155	147	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
1069	0.67	0	2	5	9	176	177	174	3	0	0	0	1	RH/financeiro	02_acima_media	1
1070	0.95	1	3	4	4	168	161	170	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
1071	0.66	4	5	8	11	155	158	162	5	0	0	0	1	TI/suporte	01_menor_igual_media	0
1072	0.28	3	3	3	5	182	189	196	4	1	0	0	1	vendas	01_menor_igual_media	0
1073	0.49	4	6	7	8	159	157	150	4	0	0	0	1	vendas	01_menor_igual_media	0
1074		5	5	8	10	188	179	182	4	0	0	0	0	TI/suporte	02_acima_media	0
1075	0.99	3	4	6	10	145	153	142	1	0	1	0	1	TI/suporte	01_menor_igual_media	0
1076	0.66	1	4	5	5	154	158	166	1	0	0	0	1	dados	01_menor_igual_media	0
1077	0.81	1	3	3	4	155	158	158	3	0	0	1	1	dados	01_menor_igual_media	0
1078	1	0	3	3	6	159	156	154	3	0	0	0	1	vendas	01_menor_igual_media	1
1079	0.99	2	3	5	10	179	189	188	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
1080	0.99	0	3	5	8	159	156	158	2	0	0	0	1	vendas	01_menor_igual_media	0
1081	0.46	3	3	4	7	162	170	162	4	0	1	0	1	vendas	01_menor_igual_media	0
1082	0.29	0	4	5	10	157	159	167	3	0	0	0	0	vendas	01_menor_igual_media	0
1083	0.89	1	3	3	4	154	154	155	3	0	0	0	0	marketing/produto	02_acima_media	0
1084	0.9	0	3	3	8	160	158	160	7	0	0	0	1	vendas	01_menor_igual_media	0
1085	0.77	3	4	4	7	176	177	177	3	0	0	0	0	TI/suporte	02_acima_media	1
1086	0.75	3	3	5	9	174	167	168	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1087	0.88	1	3	3	5	165	162	173	3	0	0	0	0	vendas	01_menor_igual_media	0
1088	0.75	0	3	3	3	161	158	155	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1089		2	3	6	11	177	180	190	1	0	0	0	0	TI/suporte	02_acima_media	0
1090	0.02	2	6	9	10	194	200	209	5	0	0	0	0	dados	01_menor_igual_media	0
1091	0.27	2	4	4	4	189	188	186	2	0	0	0	0	vendas	02_acima_media	1
1092		1	5	8	11	175	164	156	8	0	0	0	0	marketing/produto	01_menor_igual_media	0
1093	0.63	2	2	3	3	156	155	147	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
1094	0.72	2	2	5	10	149	154	156	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
1095		2	3	5	9	166	162	159	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
1096	0.08	3	6	9	9	189	187	189	1	0	0	0	1	RH/financeiro	02_acima_media	0
1097	0.72	4	4	4	9	178	185	191	4	0	1	0	1	vendas	01_menor_igual_media	1
1098	0.14	3	6	7	7	185	185	184	3	0	0	0	1	vendas	01_menor_igual_media	0
1099	0.62	1	4	5	9	187	179	180	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1100	0.6	2	2	5	8	144	153	165	3	0	0	0	0	TI/suporte	02_acima_media	0
1101	0.44	3	3	6	9	155	159	157	2	0	0	0	1	vendas	01_menor_igual_media	1
1102		0	4	7	7	176	180	178	5	0	0	0	0	RH/financeiro	02_acima_media	0
1103	0.46	0	6	7	7	161	158	155	3	1	0	0	1	marketing/produto	02_acima_media	0
1104	0.91	2	2	4	6	175	176	181	2	0	0	0	0	marketing/produto	01_menor_igual_media	0
1105	0.61	5	6	6	10	174	181	191	3	0	0	0	0	TI/suporte	02_acima_media	0
1106	0.73	3	4	5	7	196	188	191	4	0	0	0	1	dados	02_acima_media	0
1107	0.84	1	4	7	9	162	155	147	4	0	0	0	1	RH/financeiro	02_acima_media	1
1108	0.97	1	5	7	9	172	182	171	5	0	0	0	1	dados	01_menor_igual_media	0
1109	0.99	3	3	5	7	155	150	152	5	0	0	0	0	dados	01_menor_igual_media	0
1110	0.83	3	4	7	11	181	184	187	1	0	0	0	1	TI/suporte	01_menor_igual_media	0
1111	0.64	1	2	3	5	146	156	147	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1112	0.95	4	4	7	10	152	155	147	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1113	0.76	0	4	7	11	155	154	142	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
1114	0.76	1	3	4	8	195	194	183	6	0	0	0	1	marketing/produto	02_acima_media	0
1115	0.71	3	4	5	7	180	190	180	3	0	0	0	1	vendas	02_acima_media	0
1116	0.46	3	5	6	7	153	159	152	2	0	0	0	1	TI/suporte	01_menor_igual_media	0
1117		2	3	3	7	156	157	155	2	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1118	0.11	2	4	7	10	164	160	157	4	0	0	0	1	marketing/produto	01_menor_igual_media	1
1119	0.22	1	2	2	7	150	155	163	3	0	0	0	1	vendas	02_acima_media	1
1120	0.67	1	4	6	11	190	189	178	10	0	0	0	0	marketing/produto	01_menor_igual_media	0
1121	0.77	0	4	7	11	158	163	166	5	0	0	0	1	vendas	02_acima_media	0
1122	0.05	5	6	9	12	173	171	172	8	0	0	0	0	vendas	01_menor_igual_media	0
1123	0.99	1	3	5	7	192	189	188	3	0	0	0	1	dados	02_acima_media	0
1124	0.95	1	6	9	14	162	155	156	3	0	0	0	1	dados	01_menor_igual_media	0
1125	0.43	3	3	4	5	179	180	178	3	0	0	0	0	RH/financeiro	01_menor_igual_media	1
1126	0.88	1	3	6	11	191	189	191	10	0	0	0	0	vendas	01_menor_igual_media	0
1127	0.83	3	3	3	7	185	182	182	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
1128	0.75	5	5	8	10	167	167	156	1	0	0	0	1	dados	01_menor_igual_media	0
1129	0.55	0	2	4	6	163	154	160	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
1130	0.64	3	3	5	5	154	156	154	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
1131	0.13	2	7	10	11	212	203	201	4	0	0	0	0	dados	01_menor_igual_media	0
1132	0.94	0	2	5	8	166	176	165	3	0	0	0	0	vendas	01_menor_igual_media	1
1133	0.33	4	4	4	9	150	153	150	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
1134	0.42	1	3	4	6	152	162	163	7	1	0	0	1	marketing/produto	01_menor_igual_media	0
1135	0.82	4	4	6	9	166	158	159	2	0	0	0	1	marketing/produto	01_menor_igual_media	0
1136	0.81	2	3	5	10	168	159	158	2	0	0	0	1	dados	01_menor_igual_media	0
1137	0.97	2	3	3	4	187	180	186	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1138		1	2	4	6	149	156	151	3	0	0	0	0	vendas	01_menor_igual_media	0
1139	0.61	0	3	4	8	179	178	169	1	1	0	0	1	RH/financeiro	01_menor_igual_media	0
1140	0.72	5	5	6	10	164	158	152	2	0	0	0	0	TI/suporte	02_acima_media	0
1141	0.05	0	3	5	8	152	154	154	6	0	0	0	1	dados	01_menor_igual_media	0
1142	0.26	2	3	5	8	163	165	169	6	1	0	0	1	dados	01_menor_igual_media	0
1143	0.94	3	4	6	10	175	174	166	2	0	0	0	0	vendas	01_menor_igual_media	1
1144		4	5	8	9	183	182	175	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
1145	0.85	3	3	5	10	152	155	146	2	0	0	0	1	marketing/produto	01_menor_igual_media	0
1146	0.69	1	2	5	5	159	153	143	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
1147	0.98	1	4	7	12	160	159	155	4	0	0	0	0	TI/suporte	02_acima_media	0
1148	0.96	4	4	6	8	166	157	159	3	0	0	0	1	marketing/produto	02_acima_media	0
1149	0.85	2	5	8	13	152	154	152	3	0	0	0	0	TI/suporte	02_acima_media	0
1150	0.2	1	5	7	12	180	182	176	3	0	0	0	1	vendas	01_menor_igual_media	0
1151		2	2	4	9	167	158	164	3	0	0	0	0	dados	01_menor_igual_media	0
1152	0.54	4	4	5	6	156	156	156	3	0	0	0	0	dados	01_menor_igual_media	0
1153	0.34	1	3	5	9	171	170	172	3	0	0	0	0	dados	01_menor_igual_media	0
1154	0.94	0	3	3	7	165	166	163	3	0	0	0	0	marketing/produto	02_acima_media	0
1155	0.97	3	4	7	7	152	158	161	3	0	0	0	0	vendas	01_menor_igual_media	1
1156	0.99	2	3	3	8	155	157	158	3	0	0	1	1	marketing/produto	01_menor_igual_media	0
1157	0.02	3	6	7	12	181	187	176	4	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1158	0.33	0	2	3	5	157	155	150	3	0	0	0	1	marketing/produto	01_menor_igual_media	1
1159		0	5	7	10	190	178	181	6	0	0	0	1	dados	01_menor_igual_media	0
1160		0	3	6	7	173	168	179	3	0	0	0	1	TI/suporte	01_menor_igual_media	1
1161	0.42	0	2	5	10	157	156	158	3	0	0	0	0	dados	02_acima_media	0
1162	0.84	2	5	8	12	181	174	186	3	0	0	0	0	dados	02_acima_media	0
1163	0.85	4	4	4	9	167	159	164	1	0	0	0	0	TI/suporte	02_acima_media	0
1164	0.15	4	4	7	12	160	154	156	4	0	0	0	1	vendas	01_menor_igual_media	1
1165	0.57	3	3	4	6	186	184	177	7	1	0	0	1	marketing/produto	02_acima_media	0
1166	0.9	0	4	6	9	160	154	146	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
1167	0.95	2	4	4	6	164	163	173	3	0	0	0	0	vendas	01_menor_igual_media	0
1168		1	4	7	7	159	153	142	1	0	0	0	1	marketing/produto	02_acima_media	0
1169		0	2	2	4	157	153	152	3	0	0	0	1	dados	01_menor_igual_media	0
1170	0.85	0	4	5	8	184	184	182	2	0	0	0	1	TI/suporte	01_menor_igual_media	1
1171	0.97	3	5	5	7	151	153	159	6	0	0	0	1	vendas	01_menor_igual_media	0
1172	0.89	4	4	4	4	168	178	188	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
1173	0.99	2	4	6	10	176	186	189	4	0	1	0	1	marketing/produto	01_menor_igual_media	0
1174	0.25	1	5	5	7	184	180	174	2	0	0	0	1	TI/suporte	01_menor_igual_media	1
1175	0.77	2	3	6	10	179	173	174	3	0	0	0	1	dados	01_menor_igual_media	0
1176		2	3	4	7	157	166	169	3	0	1	0	1	vendas	01_menor_igual_media	0
1177		1	3	3	5	154	162	170	5	0	0	0	0	dados	01_menor_igual_media	0
1178	0.95	3	4	4	7	181	188	180	3	0	0	0	1	vendas	01_menor_igual_media	0
1179	0.01	5	7	9	12	187	187	188	5	0	0	0	1	vendas	01_menor_igual_media	0
1180	0.87	0	3	3	8	149	156	167	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1181	0.72	4	5	5	6	187	179	179	3	0	0	0	0	dados	01_menor_igual_media	0
1182	0.91	1	5	7	12	188	178	178	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1183		3	4	6	6	158	158	143	3	0	0	0	1	dados	01_menor_igual_media	0
1184		4	4	6	8	189	189	176	1	0	0	0	1	TI/suporte	01_menor_igual_media	1
1185	0.54	0	4	5	7	159	157	154	3	0	0	0	1	vendas	01_menor_igual_media	0
1186	0.5	1	3	6	8	165	155	155	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
1187	0.11	1	3	5	10	157	157	155	3	0	0	0	1	vendas	01_menor_igual_media	1
1188	0.25	1	4	7	10	192	192	187	4	0	0	0	0	marketing/produto	01_menor_igual_media	1
1189	0.12	6	6	6	9	182	192	184	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1190	0.17	2	3	6	9	160	156	144	2	0	0	0	1	TI/suporte	01_menor_igual_media	1
1191	0.86	6	6	6	11	169	172	169	5	0	0	0	0	marketing/produto	02_acima_media	0
1192	0.97	4	4	6	6	158	158	160	1	0	0	0	1	vendas	01_menor_igual_media	1
1193	0.58	1	4	6	7	171	164	156	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
1194	0.11	4	4	4	7	177	175	169	2	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1195		0	5	6	9	185	184	188	5	0	0	0	0	dados	01_menor_igual_media	0
1196	0.68	1	5	7	9	168	170	168	2	0	0	0	1	RH/financeiro	02_acima_media	0
1197	0.71	0	4	7	12	185	186	193	6	0	0	0	1	TI/suporte	02_acima_media	0
1198	0.02	1	6	9	9	176	171	174	8	0	0	0	1	vendas	01_menor_igual_media	0
1199	0.25	2	5	7	10	173	174	171	4	0	0	0	0	TI/suporte	02_acima_media	0
1200	0.79	0	3	5	6	193	185	182	3	0	0	0	0	dados	02_acima_media	0
1201	0.63	1	3	6	7	185	187	184	2	0	0	0	1	vendas	01_menor_igual_media	0
1202	0.06	2	4	5	10	168	171	174	5	0	0	0	0	vendas	01_menor_igual_media	1
1203		0	3	4	7	148	155	153	3	0	0	0	1	vendas	01_menor_igual_media	0
1204	0.98	2	3	3	8	160	160	170	1	0	0	0	1	dados	01_menor_igual_media	0
1205	0.24	0	3	4	8	192	182	180	1	0	0	0	0	dados	01_menor_igual_media	0
1206	0.92	4	4	7	8	152	157	164	3	0	0	0	1	vendas	01_menor_igual_media	1
1207	0.93	2	3	5	9	163	158	156	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1208	0.94	0	4	4	5	169	169	169	5	0	0	0	0	vendas	01_menor_igual_media	0
1209		2	2	2	2	158	155	157	3	0	0	0	0	vendas	01_menor_igual_media	1
1210	1	3	5	8	12	167	157	155	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
1211	0.33	0	3	3	4	154	151	155	3	0	0	0	0	dados	02_acima_media	0
1212	0.78	3	4	7	12	165	161	158	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1213	0.17	2	7	8	9	189	186	174	4	0	0	0	0	vendas	01_menor_igual_media	0
1214		0	2	2	3	161	155	165	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
1215		2	4	6	10	158	166	156	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1216	0.32	3	3	3	5	174	180	168	3	0	0	0	0	dados	01_menor_igual_media	0
1217	0.6	3	3	6	8	158	157	169	10	0	0	0	0	TI/suporte	01_menor_igual_media	0
1218	0.15	2	5	8	13	152	157	158	5	0	0	0	1	TI/suporte	01_menor_igual_media	1
1219	0.29	4	4	6	10	171	162	155	3	0	0	0	0	RH/financeiro	02_acima_media	0
1220	0.74	1	3	6	8	159	153	144	4	0	0	0	1	vendas	01_menor_igual_media	0
1221	0.47	1	3	6	7	162	158	156	2	0	0	1	1	TI/suporte	01_menor_igual_media	0
1222	0.18	5	5	7	12	152	157	155	6	0	0	0	0	dados	02_acima_media	0
1223	0.27	3	4	6	9	153	155	161	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1224	0.17	1	6	7	12	203	200	189	4	0	0	0	1	vendas	01_menor_igual_media	0
1225	0.33	5	5	8	8	158	159	169	3	0	0	0	1	vendas	01_menor_igual_media	0
1226	0.55	1	4	6	6	164	169	172	3	0	0	0	1	dados	01_menor_igual_media	0
1227	0.81	4	5	8	11	172	178	181	5	0	0	0	0	vendas	01_menor_igual_media	0
1228	0.72	0	5	7	12	172	166	169	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
1229	0.83	1	3	6	9	158	155	165	3	0	1	0	1	vendas	01_menor_igual_media	1
1230	0.08	0	2	4	7	165	155	153	3	0	0	0	1	vendas	01_menor_igual_media	1
1231	0.79	4	5	5	7	184	187	191	6	0	0	0	0	dados	01_menor_igual_media	0
1232	0.95	2	5	6	7	156	159	159	5	0	0	0	1	dados	01_menor_igual_media	0
1233	0.85	2	2	4	7	153	162	165	7	0	0	0	0	vendas	01_menor_igual_media	0
1234		3	3	3	5	174	180	168	3	0	0	0	0	dados	01_menor_igual_media	0
1235	0.19	3	3	6	6	159	155	160	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
1236	0.68	0	2	3	5	158	154	159	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
1237	0.85	1	5	8	10	189	184	183	6	0	0	0	1	dados	01_menor_igual_media	0
1238	0.99	1	5	5	5	174	165	163	1	0	0	0	0	RH/financeiro	02_acima_media	0
1239	0.29	4	4	5	5	156	154	157	1	0	0	0	1	dados	01_menor_igual_media	0
1240	0.63	1	4	7	9	179	186	191	3	0	0	0	1	vendas	02_acima_media	1
1241	0.33	3	5	5	9	156	158	170	1	0	0	0	0	vendas	01_menor_igual_media	1
1242	0.23	1	4	5	10	168	160	161	5	0	0	0	1	marketing/produto	01_menor_igual_media	0
1243	0.39	5	5	5	6	177	174	165	3	0	0	0	0	TI/suporte	02_acima_media	0
1244	0.81	0	3	3	4	180	179	180	1	0	0	0	0	RH/financeiro	02_acima_media	0
1245	0.5	0	3	5	10	165	166	163	4	0	1	0	1	marketing/produto	01_menor_igual_media	0
1246	0.94	0	3	5	10	185	182	175	2	0	0	0	0	TI/suporte	01_menor_igual_media	1
1247	0.93	3	5	6	11	156	155	149	1	0	0	0	0	dados	01_menor_igual_media	0
1248	0.09	1	4	4	9	148	151	156	10	0	0	0	1	vendas	01_menor_igual_media	0
1249	0.48	1	4	5	9	174	175	184	1	0	0	1	1	dados	01_menor_igual_media	0
1250	0.76	4	4	4	4	155	154	154	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
1251	1	5	5	6	10	155	156	151	3	0	0	0	0	dados	01_menor_igual_media	0
1252	0.83	1	2	3	5	153	159	147	4	0	0	0	0	TI/suporte	01_menor_igual_media	0
1253	0.99	3	4	4	7	153	155	153	4	0	0	0	0	vendas	01_menor_igual_media	0
1254	0.8	2	2	4	5	189	180	170	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
1255	0.68	0	2	3	3	155	153	162	3	0	0	0	0	marketing/produto	01_menor_igual_media	0
1256	0.92	1	4	6	7	161	155	152	5	0	0	0	0	TI/suporte	02_acima_media	1
1257	0.97	0	4	4	6	195	187	183	2	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1258	0.96	2	6	7	11	177	178	187	6	0	0	0	0	dados	01_menor_igual_media	0
1259		3	3	6	11	160	159	164	3	0	0	0	0	dados	01_menor_igual_media	0
1260	0.86	4	6	7	11	153	155	148	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
1261	0.66	2	3	6	8	156	154	157	1	0	0	0	1	vendas	01_menor_igual_media	1
1262	0.28	0	6	6	9	166	166	161	5	0	0	0	1	vendas	01_menor_igual_media	0
1263	0.88	1	2	4	6	157	153	159	2	0	0	0	0	dados	02_acima_media	0
1264	0.28	1	4	5	6	195	186	189	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1265	0.78	0	4	6	8	167	175	179	2	0	0	0	0	marketing/produto	01_menor_igual_media	0
1266		4	4	7	7	181	180	181	4	0	0	0	1	TI/suporte	01_menor_igual_media	0
1267	0.89	3	3	5	7	195	191	198	6	0	0	0	1	RH/financeiro	01_menor_igual_media	1
1268	1	3	5	8	9	151	155	166	4	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1269	0.72	0	4	6	10	183	177	187	1	0	0	0	0	vendas	01_menor_igual_media	0
1270	0.58	1	5	5	9	165	163	157	4	0	0	0	1	dados	01_menor_igual_media	0
1271	0.21	3	3	4	6	164	174	173	1	0	0	0	0	dados	01_menor_igual_media	0
1272	0.73	4	4	7	8	186	189	200	3	0	0	0	1	RH/financeiro	01_menor_igual_media	1
1273	0.95	3	3	6	7	167	165	153	8	0	0	0	0	marketing/produto	02_acima_media	0
1274		0	5	5	6	188	188	179	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1275	0.44	1	3	6	10	153	157	152	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
1276	0.94	3	3	5	9	174	184	186	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
1277	0.61	2	3	5	8	176	180	184	3	0	0	0	1	dados	01_menor_igual_media	0
1278	0.72	4	4	5	5	154	159	168	3	0	0	0	0	dados	01_menor_igual_media	0
1279	0.5	2	3	6	6	156	157	156	3	0	0	0	1	marketing/produto	01_menor_igual_media	0
1280	0.28	2	2	5	6	184	189	177	3	0	0	0	0	dados	02_acima_media	0
1281	0.73	3	4	7	12	162	155	157	3	1	0	0	1	vendas	02_acima_media	0
1282	0.82	2	2	5	10	151	150	138	5	0	0	0	0	vendas	01_menor_igual_media	0
1283	0.62	2	2	4	9	186	178	184	1	0	0	0	1	dados	01_menor_igual_media	0
1284	0.58	4	5	5	9	174	174	167	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
1285		2	2	4	8	157	157	157	3	0	0	0	0	TI/suporte	02_acima_media	0
1286	0.87	0	4	4	6	180	183	178	3	0	0	0	1	vendas	01_menor_igual_media	1
1287	0.76	4	5	7	7	169	168	180	3	0	0	0	1	dados	01_menor_igual_media	0
1288	0.27	0	3	4	9	152	155	158	3	0	0	0	0	dados	01_menor_igual_media	0
1289		2	4	6	10	166	162	162	4	0	0	0	1	TI/suporte	02_acima_media	0
1290		1	4	6	10	171	173	163	1	0	0	0	1	vendas	01_menor_igual_media	0
1291	0.95	1	3	3	8	161	158	161	3	0	0	0	1	dados	01_menor_igual_media	0
1292		3	4	4	4	160	160	161	1	0	0	0	0	marketing/produto	01_menor_igual_media	0
1293		1	5	7	11	156	156	152	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1294		1	4	6	11	157	158	162	3	0	0	0	1	TI/suporte	02_acima_media	0
1295	0.79	3	3	3	8	152	157	146	3	0	0	0	0	vendas	01_menor_igual_media	1
1296	0.33	0	2	5	7	148	153	150	3	0	1	0	1	marketing/produto	01_menor_igual_media	0
1297	0.02	2	6	6	9	184	188	191	4	0	0	0	1	vendas	01_menor_igual_media	1
1298	0.13	2	5	6	11	190	190	194	4	0	0	0	0	marketing/produto	01_menor_igual_media	0
1299	0.8	0	4	4	5	174	171	169	5	0	0	0	0	TI/suporte	01_menor_igual_media	0
1300	0.7	1	4	5	6	171	169	169	3	0	0	0	0	TI/suporte	01_menor_igual_media	1
1301	0.09	1	6	8	9	162	159	161	1	0	0	0	0	marketing/produto	01_menor_igual_media	1
1302	0.97	3	4	5	5	164	167	169	3	0	0	0	0	dados	01_menor_igual_media	0
1303	0.64	1	4	4	9	160	158	164	3	1	0	0	1	marketing/produto	02_acima_media	0
1304	0.56	0	5	8	9	147	156	158	3	0	0	0	0	TI/suporte	01_menor_igual_media	0
1305	0.03	2	2	5	8	152	154	152	3	0	0	0	0	vendas	01_menor_igual_media	0
1306	0.5	0	2	5	8	156	153	159	3	0	0	0	0	dados	02_acima_media	0
1307	0.02	3	3	6	7	169	163	162	5	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1308	0.96	0	3	5	7	186	188	195	4	0	0	0	1	vendas	01_menor_igual_media	0
1309	0.95	0	4	4	8	158	155	153	3	0	0	0	0	vendas	01_menor_igual_media	1
1310	0.44	2	3	3	3	153	154	153	1	0	0	0	0	TI/suporte	01_menor_igual_media	0
1311	0.1	0	3	4	6	162	159	167	7	0	0	0	1	marketing/produto	02_acima_media	0
1312	0.2	3	6	8	9	153	156	157	5	0	0	1	1	dados	01_menor_igual_media	0
1313	0.02	0	2	5	7	164	154	149	3	0	0	0	0	marketing/produto	01_menor_igual_media	1
1314	0.15	2	2	3	6	156	154	152	3	0	0	0	0	dados	01_menor_igual_media	0
1315	0.78	2	3	5	8	151	156	168	3	0	0	0	0	vendas	01_menor_igual_media	0
1316		2	4	6	7	171	174	175	1	0	0	1	1	TI/suporte	01_menor_igual_media	1
1317	0.4	0	4	4	9	156	156	156	2	0	0	0	0	TI/suporte	01_menor_igual_media	0
1318	0.13	1	5	7	9	154	157	169	6	0	0	0	1	vendas	01_menor_igual_media	0
1319	0.55	1	4	7	12	177	170	171	1	0	0	0	0	marketing/produto	01_menor_igual_media	1
1320	0.05	4	4	7	11	188	186	183	6	0	0	0	0	TI/suporte	02_acima_media	0
1321	0.12	2	3	4	7	165	161	156	3	0	0	0	1	vendas	01_menor_igual_media	1
1322	0.86	3	3	3	5	162	155	164	1	0	0	0	0	RH/financeiro	01_menor_igual_media	1
1323	0.38	0	3	5	7	154	155	162	10	0	0	0	0	marketing/produto	01_menor_igual_media	0
1324	0.76	1	4	4	7	162	159	169	2	0	0	0	1	vendas	01_menor_igual_media	1
1325	0.6	2	4	7	8	164	154	154	4	0	0	0	1	marketing/produto	01_menor_igual_media	0
1326	0.71	2	4	4	7	171	180	181	3	0	0	0	1	vendas	01_menor_igual_media	0
1327	0.11	0	6	7	8	184	185	185	4	0	0	0	1	vendas	01_menor_igual_media	0
1328	0.39	2	6	8	8	156	157	145	7	0	0	0	0	vendas	01_menor_igual_media	1
1329	0.88	3	3	3	4	155	155	157	2	0	0	0	0	dados	01_menor_igual_media	0
1330	0.96	2	5	6	10	156	158	169	3	0	0	0	1	RH/financeiro	01_menor_igual_media	0
1331	0.77	2	5	7	11	174	168	167	3	1	0	0	1	vendas	01_menor_igual_media	0
1332	0.64	3	4	7	8	166	169	171	1	0	0	0	0	RH/financeiro	01_menor_igual_media	1
1333	0.2	1	6	8	8	167	169	157	3	0	1	0	1	vendas	01_menor_igual_media	1
1334	0.7	4	4	4	6	157	159	156	2	0	0	0	0	marketing/produto	02_acima_media	0
1335	0.64	1	3	4	5	165	173	162	3	1	0	0	1	vendas	01_menor_igual_media	0
1336	0.99	0	4	7	10	165	164	166	3	0	0	0	1	dados	01_menor_igual_media	0
1337	0.53	0	2	2	5	159	156	157	3	0	0	0	0	vendas	01_menor_igual_media	0
1338	0.86	0	4	4	7	165	156	145	5	0	0	0	0	TI/suporte	01_menor_igual_media	1
1339		2	4	6	11	196	192	193	4	0	0	0	1	dados	01_menor_igual_media	0
1340	0.58	5	5	7	12	197	194	187	3	0	0	0	1	dados	01_menor_igual_media	0
1341	0.74	0	2	3	6	156	155	150	3	0	0	0	0	RH/financeiro	01_menor_igual_media	0
1342	0.83	1	3	5	9	165	158	156	3	0	0	0	1	TI/suporte	01_menor_igual_media	0
