ID	SAFRA	IDADE	RENDA_MEDIA_MENSAL	TOTAL_INVESTIMENTOS	QTDE_CONSULTAS_CREDITO_12M	QTDE_CARTOES	QTDE_EMPRESTIMOS_12M	QTDE_CHEQUE_ESPECIAL_12M	QTDE_PGTOS_EM_ATRASO_12M	TOTAL_DIAS_ATRASO_12M	FLAG_PGTO_PARCIAL_12M	VALOR_PGTOS_12M	PERC_MEDIO_LIMITE_TOMADO_12M	RESPOSTA_MAU_BOM
0x1a2f	Safra 3	28	8700	7900	3	5	5	3	5	82	Sim	39543	0.22	1
0x1a2f2	Safra 2	28	5900	0	2	3	2	2	5	162	Sim	6883	0.45	0
0x1a2fe	Safra 1	28	4100	0	0	3	0	1	3	13	Sim	21702	0.54	1
0x1a30	Safra 1	28	5700	18300	0	2	0	1	1	8	Sim	13552	0.89	1
0x1a300	Safra 2	28	14600	20200	3	5	2	3	2	31	Sim	48249	0.67	1
0x1a30a	Safra 3	28	5000	0	1	5	3	1	1	7	Sim	5699	0.11	1
0x1a31	Safra 3	28	2000	41800	0	2	0	1	3	6	Sim	10284	0.96	1
0x1a310	Safra 1	28	5300	500	0	2	0	1	2	5	Nao	9468	0.03	1
0x1a316	Safra 1	28	13100	27900	0	4	0	1	2	12	Sim	17852	0.62	1
0x1a32	Safra 3	28	15200	12400	0	3	0	1	2	17	Nao	8807	0.21	0
0x1a322	Safra 2	28	10300	7100	1	7	1	2	2	27	Sim	14136	0.04	1
0x1a32e	Safra 3	28	12900	82200	0	1	0	1	0	0	Nao	5280	0.01	1
0x1a33	Safra 1	28	22500	1000	2	8	0	2	2	16	Sim	20709	0.19	1
0x1a330	Safra 2	28	16300	19900	2	6	1	2	2	36	Sim	7001	0.63	1
0x1a33a	Safra 2	28	8000	124200	2	7	1	2	2	103	Sim	11120	0.71	1
0x1a34	Safra 1	28	11700	100	2	4	0	4	4	15	Sim	22525	0.51	1
0x1a340	Safra 1	28	12000	78000	0	2	0	0	1	2	Nao	5551	0.93	1
0x1a346	Safra 2	28	3500	0	0	1	0	1	0	0	Nao	0	0	1
0x1a35	Safra 1	28	8400	0	0	7	1	1	7	86	Sim	5178	0.8	0
0x1a352	Safra 1	28	6100	0	0	2	0	0	2	2	Nao	12316	0.41	1
0x1a35e	Safra 3	28	10900	600	0	2	0	1	2	2	Nao	5069	0.57	1
0x1a36a	Safra 1	28	16800	3200	3	4	1	3	2	20	Sim	19774	0.25	1
0x1a376	Safra 2	28	17200	400	0	6	1	1	2	19	Sim	22388	0.39	1
0x1a382	Safra 2	28	17500	35900	0	4	0	0	1	6	Nao	19472	0.32	1
0x1a38e	Safra 3	28	2000	53500	0	1	0	1	1	1	Nao	15571	0.61	1
0x1a392	Safra 1	28	12000	2300	0	2	0	0	3	6	Nao	4438	0.31	1
0x1a393	Safra 1	28	5300	11700	0	1	0	1	1	1	Nao	5141	0.82	1
0x1a39a	Safra 2	28	5400	5000	2	5	4	2	11	49	Sim	14309	0.58	0
0x1a3a	Safra 1	28	1200	41600	0	4	0	3	0	0	Nao	4293	0.1	1
0x1a3a0	Safra 3	28	3900	1600	1	2	0	1	3	3	Nao	4675	0.05	1
0x1a3a6	Safra 3	28	5300	100	0	3	1	1	3	33	Sim	4398	0.45	0
0x1a3b	Safra 2	28	5500	0	1	3	0	2	4	15	Sim	21635	0.48	1
0x1a3b2	Safra 3	28	10400	2800	1	3	1	2	2	12	Sim	6861	0.19	1
0x1a3be	Safra 2	28	4500	1100	0	2	0	1	2	2	Nao	5211	0.17	1
0x1a3c	Safra 3	28	26200	16800	1	3	2	2	15	58	Sim	55264	0.02	1
0x1a3c0	Safra 1	28	4600	26200	2	4	0	1	1	1	Sim	24813	0.15	0
0x1a3ca	Safra 1	28	10900	63500	4	4	0	1	1	6	Sim	21329	0.46	1
0x1a3d	Safra 2	28	4100	400	0	2	0	1	1	8	Sim	6680	0.51	1
0x1a3d0	Safra 2	28	7900	1500	2	2	0	4	1	1	Sim	19964	0	1
0x1a3d6	Safra 2	28	10300	10100	0	3	0	0	2	15	Nao	9453	0.82	1
0x1a3e	Safra 3	28	3900	1100	1	2	0	1	2	3	Nao	4676	0.07	0
0x1a3e2	Safra 3	28	5500	0	1	1	0	1	1	1	Nao	4110	0.26	1
0x1a3ee	Safra 3	28	18500	45400	0	2	0	1	1	2	Nao	8446	0.93	1
0x1a3ef	Safra 3	28	5500	4100	2	1	0	1	1	1	Nao	2217	0.7	1
0x1a3f	Safra 2	28	14200	0	0	3	1	1	1	25	Sim	31855	0.03	1
0x1a3f0	Safra 3	28	7300	1500	0	4	0	1	1	1	Sim	40247	0.22	1
0x1a3fa	Safra 1	28	14500	5700	0	5	1	2	4	65	Sim	11754	0	0
0x1a40	Safra 2	28	3600	6500	2	2	0	2	2	8	Sim	12339	0.16	1
0x1a400	Safra 3	28	8600	29500	0	3	0	2	2	12	Sim	29101	0.28	1
0x1a406	Safra 2	28	5200	0	1	3	1	2	3	39	Sim	16018	0.74	1
0x1a41	Safra 2	28	11500	1800	0	3	1	1	5	21	Sim	22254	0.2	0
0x1a412	Safra 3	28	5000	100	2	5	2	2	2	70	Sim	43766	0.26	0
0x1a41e	Safra 1	28	5600	0	2	3	1	2	2	40	Sim	5944	0.02	1
0x1a42a	Safra 1	28	7300	2500	3	3	1	2	5	20	Sim	7490	0.09	1
0x1a436	Safra 3	28	26400	15500	1	7	1	2	2	10	Sim	31160	0.74	1
0x1a442	Safra 2	28	11900	700	0	4	2	1	1	5	Nao	3939	0.62	1
0x1a44e	Safra 1	28	23600	600	2	5	1	2	5	51	Sim	10573	0.06	1
0x1a45a	Safra 3	28	8300	0	1	3	1	2	2	6	Sim	16617	0.84	0
0x1a46	Safra 3	28	2600	600	1	1	0	1	0	0	Nao	17421	0.13	1
0x1a460	Safra 1	28	1900	3800	0	4	0	1	3	6	Nao	7014	0.54	1
0x1a466	Safra 2	28	2100	16300	0	1	0	1	0	0	Nao	875	0.16	0
0x1a47	Safra 1	28	7100	4000	0	3	0	1	3	15	Sim	2815	0.5	1
0x1a472	Safra 3	28	9400	0	0	1	0	1	0	0	Sim	0	0	1
0x1a47e	Safra 1	28	12100	200	0	2	0	1	2	2	Sim	21981	0.8	1
0x1a48	Safra 3	28	2700	100	0	1	0	1	0	0	Nao	12808	0.16	1
0x1a480	Safra 2	28	1200	0	0	1	0	3	1	1	Nao	10360	0.06	1
0x1a48a	Safra 3	28	3500	100	0	3	0	1	7	11	Nao	13798	0.08	1
0x1a49	Safra 2	28	10400	1200	0	1	0	0	0	0	Sim	0	0	1
0x1a490	Safra 1	28	9800	132500	1	5	1	2	3	19	Sim	28216	0.29	1
0x1a496	Safra 1	28	8200	0	1	2	0	2	3	4	Sim	22040	0.01	1
0x1a4a	Safra 3	28	2200	64900	0	1	0	0	0	0	Nao	11652	0.88	1
0x1a4a2	Safra 2	28	1400	13000	0	2	0	1	1	8	Nao	513	0.88	1
0x1a4ae	Safra 3	28	9700	19500	0	1	0	0	1	1	Sim	28281	0.43	1
0x1a4b	Safra 2	28	6300	900	1	3	1	2	1	33	Sim	8612	0.27	1
0x1a4b0	Safra 2	28	9000	4700	0	2	0	3	2	2	Nao	16648	0.19	1
0x1a4ba	Safra 3	28	12500	2700	1	3	2	2	5	79	Sim	13961	0.8	1
0x1a4c	Safra 3	28	20500	0	0	4	0	1	2	10	Sim	10411	0.2	1
0x1a4c0	Safra 3	28	7900	100	0	1	0	1	0	0	Nao	288	0.64	1
0x1a4c6	Safra 3	28	4700	0	1	5	1	1	2	34	Sim	22917	0.03	1
0x1a4d	Safra 2	28	18400	166300	1	1	0	1	1	1	Sim	28470	0.61	1
0x1a4d2	Safra 2	28	13800	13000	0	4	0	1	3	15	Sim	6851	0.87	1
0x1a4de	Safra 1	28	3700	800	0	3	0	1	2	14	Nao	2466	0.17	1
0x1a4ea	Safra 3	28	7900	11800	2	4	1	2	2	26	Sim	25280	0.41	0
0x1a4f6	Safra 2	28	17800	51900	7	6	1	6	4	29	Sim	21841	0.49	1
0x1a502	Safra 1	28	9500	1300	0	4	0	0	2	12	Sim	19482	0.91	1
0x1a50e	Safra 1	28	5900	3200	2	3	0	2	4	11	Sim	40224	0.52	1
0x1a51a	Safra 2	28	5500	22400	0	9	0	1	0	0	Nao	6581	0.83	1
0x1a52	Safra 1	28	6500	0	0	4	0	3	2	15	Sim	9332	0.04	1
0x1a520	Safra 3	28	15100	56900	3	8	1	2	2	27	Sim	14644	0.54	1
0x1a526	Safra 1	28	8900	100	0	1	0	1	0	0	Nao	10616	0.06	1
0x1a53	Safra 2	28	10400	900	2	3	2	2	2	32	Sim	44848	0.16	1
0x1a532	Safra 1	28	16700	37700	0	2	0	2	2	6	Sim	13281	0.02	1
0x1a53e	Safra 3	28	4600	0	1	3	0	2	1	10	Sim	8259	0.01	1
0x1a54	Safra 1	28	3800	0	1	3	1	2	2	25	Sim	22481	0.07	0
0x1a540	Safra 1	28	10400	800	0	2	0	0	1	4	Nao	18067	0.07	1
0x1a54a	Safra 3	28	3100	1900	1	2	0	1	0	0	Nao	17419	0.03	1
0x1a55	Safra 2	28	9800	32300	0	1	0	0	0	0	Sim	10662	0.36	1
0x1a550	Safra 2	28	8000	2900	0	2	0	1	2	2	Sim	18763	0.8	1
0x1a556	Safra 1	28	8800	3100	0	2	0	1	2	5	Nao	10362	0.79	1
0x1a56	Safra 2	28	10500	26800	0	2	0	1	4	9	Sim	12069	0.3	1
0x1a562	Safra 1	28	1900	7200	0	3	0	1	3	16	Nao	6657	0.23	1
0x1a56e	Safra 1	28	7300	100	1	2	0	3	1	2	Sim	15042	0.42	1
0x1a57	Safra 1	28	10400	70800	0	1	0	0	0	0	Nao	0	0	1
0x1a570	Safra 2	28	9700	73100	0	3	0	1	4	14	Nao	20061	0.67	1
0x1a57a	Safra 2	28	16200	13300	1	6	1	2	6	109	Sim	53557	0.06	1
0x1a58	Safra 1	28	18800	49000	4	5	1	3	4	45	Sim	32798	0.77	1
0x1a580	Safra 2	28	2900	17100	0	2	0	1	3	3	Nao	15943	0.7	0
0x1a586	Safra 3	28	8000	21500	0	2	0	3	2	2	Nao	15141	0.41	0
0x1a59	Safra 2	28	14600	1400	0	2	0	3	1	3	Sim	13453	0.19	1
0x1a592	Safra 2	28	8200	500	0	1	0	2	0	0	Nao	5642	0.85	1
0x1a59e	Safra 1	28	9300	2400	0	6	1	1	3	34	Sim	16546	0.66	0
0x1a5aa	Safra 2	28	7500	121700	2	5	1	2	8	63	Sim	48572	0	1
0x1a5b6	Safra 3	28	5800	3400	0	2	0	1	1	2	Sim	2250	0.57	1
0x1a5c2	Safra 1	28	6400	1300	1	1	0	2	1	1	Nao	7452	0.02	1
0x1a5ce	Safra 3	28	7500	100	1	2	0	2	2	4	Sim	24476	0	1
0x1a5da	Safra 2	28	8200	2700	3	5	1	2	2	23	Sim	27691	0.58	1
0x1a5e	Safra 2	28	9100	5700	1	7	0	3	0	0	Sim	8782	0.23	1
0x1a5e0	Safra 1	28	6400	7800	0	3	0	0	2	13	Sim	6541	0.71	1
0x1a5e6	Safra 1	28	15200	63200	0	2	0	0	2	3	Nao	6285	0.7	1
0x1a5f	Safra 2	28	16200	11600	3	7	1	2	7	41	Sim	13159	0.06	1
0x1a5f2	Safra 2	28	4000	600	0	4	0	1	1	1	Sim	17570	0.79	1
0x1a5fe	Safra 1	28	8300	10200	4	5	1	3	2	35	Sim	3120	0.02	0
0x1a60	Safra 1	28	2900	2600	1	1	0	1	0	0	Nao	11145	0.26	1
0x1a600	Safra 2	28	13800	62700	0	1	0	1	0	0	Nao	6310	0.5	1
0x1a60a	Safra 1	28	6800	900	1	4	0	2	1	2	Sim	11689	0.73	1
0x1a61	Safra 3	28	5400	35200	0	1	0	1	1	1	Nao	3953	0.46	1
0x1a610	Safra 1	28	9000	6700	2	1	0	2	1	1	Sim	18814	0.22	1
0x1a616	Safra 2	28	20100	14300	0	1	0	1	1	1	Nao	4185	0.01	1
0x1a62	Safra 3	28	13000	20400	2	5	1	2	6	72	Sim	72869	0.33	1
0x1a622	Safra 1	28	13300	59300	0	2	0	1	2	2	Sim	3534	0.89	1
0x1a62e	Safra 3	28	6800	0	1	2	0	2	6	6	Sim	30213	0.01	1
0x1a63	Safra 1	28	8000	123800	0	2	0	1	2	4	Sim	8310	0.14	1
0x1a630	Safra 2	28	4300	5200	2	2	0	1	2	2	Nao	12751	0.41	1
0x1a63a	Safra 1	28	1200	900	0	4	0	3	4	15	Nao	10723	0.03	0
0x1a64	Safra 3	28	6200	56300	2	2	0	1	2	5	Nao	3054	0.15	1
0x1a640	Safra 3	28	13100	50900	0	4	0	1	1	1	Sim	32547	0.66	1
0x1a646	Safra 1	28	4600	0	0	4	0	1	3	11	Nao	3732	0.01	0
0x1a65	Safra 3	28	9100	129100	0	1	0	0	0	0	Nao	18138	0.46	1
0x1a652	Safra 1	28	10300	17100	3	4	0	3	0	0	Sim	26932	0.36	1
0x1a65e	Safra 3	28	24700	184200	0	3	1	1	3	25	Sim	5705	0.05	1
0x1a65f	Safra 3	28	2500	87200	3	4	0	2	3	10	Sim	14602	0	1
0x1a660	Safra 3	28	4700	0	0	3	0	1	3	17	Sim	24933	0.06	1
0x1a66a	Safra 2	28	4800	46100	0	1	0	1	0	0	Nao	3115	0.04	1
0x1a676	Safra 1	28	14100	5600	0	5	2	1	1	1	Sim	24739	0.1	1
0x1a682	Safra 1	28	2500	7000	0	1	0	1	0	0	Nao	4326	0.15	1
0x1a68e	Safra 1	28	6900	81000	0	1	0	1	0	0	Nao	24520	0.4	1
0x1a69a	Safra 3	28	1400	10400	0	1	0	1	1	1	Nao	3388	0.96	1
0x1a6a	Safra 1	28	7800	6100	0	1	0	1	1	1	Nao	12408	0.05	1
0x1a6a0	Safra 2	28	8000	4300	0	3	2	1	3	3	Sim	26115	0.09	0
0x1a6a6	Safra 1	28	8800	0	0	3	1	3	2	23	Nao	9509	0.14	1
0x1a6b	Safra 2	28	7700	700	2	3	1	2	3	14	Sim	24989	0.07	1
0x1a6b2	Safra 1	28	8900	9100	0	1	0	1	0	0	Sim	29072	0.16	1
0x1a6be	Safra 1	28	3300	0	0	4	0	1	2	2	Sim	28497	0.07	1
0x1a6c	Safra 1	28	5000	0	0	1	0	1	1	1	Nao	15437	0.18	1
0x1a6c0	Safra 2	28	6700	117100	2	3	0	1	3	13	Sim	10224	0.21	1
0x1a6ca	Safra 1	28	3800	0	1	3	1	2	2	57	Sim	13114	0.04	1
0x1a6d	Safra 1	28	6300	0	1	3	1	2	5	20	Sim	22861	0.01	1
0x1a6d0	Safra 1	28	6300	100	0	3	1	1	1	32	Sim	12069	0.48	1
0x1a6d6	Safra 2	28	8700	6400	0	7	1	1	5	92	Sim	31574	0.51	0
0x1a6e	Safra 2	28	4200	400	0	3	1	3	3	20	Nao	4058	0.47	0
0x1a6e2	Safra 2	28	12500	94300	5	1	0	5	1	1	Nao	10563	0.27	1
0x1a6ee	Safra 2	28	8800	18100	0	3	0	1	2	10	Nao	5941	0.17	1
0x1a6f	Safra 2	28	6800	25700	2	2	0	1	1	3	Nao	18164	0.08	1
0x1a6f0	Safra 3	28	20400	50300	6	3	1	3	3	34	Sim	51961	0.52	0
0x1a6fa	Safra 1	28	8500	28000	0	1	0	1	1	1	Sim	19679	0.61	1
0x1a70	Safra 2	28	5800	113900	2	3	1	4	2	29	Sim	27807	0.14	1
0x1a700	Safra 2	28	17400	165000	4	6	1	3	2	26	Sim	9938	0	0
0x1a706	Safra 3	28	5600	10600	0	2	0	3	1	5	Sim	18237	0.44	0
0x1a71	Safra 1	28	12800	26000	0	1	0	3	1	1	Nao	14109	0.08	1
0x1a712	Safra 3	28	21800	0	0	2	0	1	2	10	Sim	11116	0.07	1
0x1a71e	Safra 3	28	9500	131500	0	5	1	1	2	63	Sim	7808	0.5	1
0x1a72a	Safra 3	28	6600	100	0	1	0	0	0	0	Sim	0	0	1
0x1a736	Safra 1	28	6400	100	1	7	1	2	3	60	Sim	12331	0.02	1
0x1a742	Safra 3	28	7100	4200	0	2	0	1	1	1	Nao	7599	0.07	1
0x1a74e	Safra 2	28	34900	98500	11	1	0	1	0	0	Nao	13342	0.21	1
0x1a75a	Safra 2	28	6200	0	1	3	0	1	2	11	Nao	13254	0	1
0x1a76	Safra 3	28	9000	4300	0	3	2	0	3	5	Nao	11557	0.39	1
0x1a760	Safra 3	28	3500	0	1	5	1	2	4	17	Sim	28977	0.17	0
0x1a766	Safra 2	28	10700	0	0	1	0	1	1	1	Nao	6535	0.03	1
0x1a77	Safra 1	28	20200	34900	4	5	2	3	1	53	Sim	28986	0.18	0
0x1a772	Safra 3	28	5500	7500	2	4	0	4	1	14	Nao	9734	0.44	1
0x1a77e	Safra 2	28	11200	41500	3	7	1	2	4	113	Sim	25904	0.84	1
0x1a78	Safra 1	28	10500	5300	2	5	1	2	2	42	Sim	9458	0.01	1
0x1a780	Safra 2	28	12800	100	2	5	2	2	5	70	Sim	5457	0.38	1
0x1a78a	Safra 2	28	6800	0	1	4	0	2	1	16	Sim	12524	0.08	1
0x1a79	Safra 1	28	4500	0	0	4	1	1	3	20	Sim	8986	0.02	1
0x1a790	Safra 2	28	3800	0	1	4	4	2	4	49	Sim	14386	0.06	1
0x1a796	Safra 2	28	4300	900	0	1	0	1	0	0	Nao	17765	0.27	1
0x1a7a	Safra 1	28	6400	3800	2	3	2	2	1	1	Sim	14951	0.05	1
0x1a7a2	Safra 2	28	4900	1500	1	7	1	2	2	39	Sim	17250	0.13	1
0x1a7ae	Safra 3	28	2800	11800	0	3	0	1	2	12	Nao	14293	0.38	1
0x1a7b	Safra 3	28	3500	103600	1	4	0	2	2	8	Sim	20229	0.3	1
0x1a7b0	Safra 2	28	7000	500	2	6	1	2	2	36	Sim	11402	0.81	1
0x1a7ba	Safra 3	28	5500	6600	2	4	0	1	1	14	Nao	9736	0.11	1
0x1a7bc	Safra 3	28	5100	18200	1	3	0	1	1	2	Nao	4697	0.07	1
0x1a7bd	Safra 3	28	9800	200	0	2	0	2	4	8	Sim	2407	0.34	1
0x1a7c	Safra 2	28	4900	0	0	3	1	2	3	26	Sim	15211	0.16	1
0x1a7c0	Safra 2	28	4000	100	1	3	1	2	2	10	Sim	20463	0.18	1
0x1a7c6	Safra 2	28	7100	4200	2	5	1	2	2	42	Sim	5429	0.2	1
0x1a7d	Safra 3	28	33100	3000	1	3	2	1	1	6	Nao	5837	0	1
0x1a7d2	Safra 2	28	13700	38400	0	1	0	3	0	0	Nao	7740	0.07	1
0x1a7de	Safra 2	28	5800	113900	1	2	0	2	1	4	Sim	21077	0.72	1
0x1a7ea	Safra 1	28	16300	50700	0	2	0	1	3	3	Nao	3639	0.08	1
0x1a7f6	Safra 1	28	4500	31800	1	1	0	0	0	0	Nao	8121	0.1	1
0x1a802	Safra 3	28	8000	10300	1	3	0	1	4	13	Sim	22456	0.58	1
0x1a80e	Safra 3	28	16500	300	0	2	0	1	1	3	Sim	5906	0.9	0
0x1a81a	Safra 3	28	9600	0	0	6	1	1	5	36	Sim	3132	0.41	1
0x1a82	Safra 2	28	10700	19500	0	1	0	1	1	1	Nao	8957	0.07	1
0x1a820	Safra 1	28	10500	25600	0	3	1	3	4	36	Sim	37238	0.13	1
0x1a826	Safra 2	28	5600	0	2	3	2	2	1	37	Sim	31955	0.3	1
0x1a827	Safra 2	28	4500	0	1	2	0	2	2	2	Sim	24958	0.03	1
0x1a83	Safra 2	28	3400	8500	2	2	0	1	2	3	Nao	5245	0.3	1
0x1a832	Safra 2	28	3400	0	0	2	0	3	2	8	Nao	9073	0.27	1
0x1a83e	Safra 3	28	3100	0	0	2	0	0	2	7	Nao	2397	0.59	1
0x1a84	Safra 2	28	6300	11500	0	1	0	1	0	0	Sim	7113	0.13	1
0x1a840	Safra 1	28	1400	0	0	2	0	1	4	8	Nao	4710	0.65	0
0x1a84a	Safra 2	28	4300	5200	1	1	0	1	0	0	Nao	8844	0.46	1
0x1a85	Safra 2	28	8100	28000	3	2	0	1	1	3	Nao	6523	0.2	1
0x1a850	Safra 1	28	5500	3900	0	1	0	1	0	0	Nao	9149	0.72	1
0x1a856	Safra 3	28	2100	34500	0	2	0	1	2	2	Nao	5484	0.31	1
0x1a86	Safra 2	28	9000	1900	3	5	4	2	2	47	Sim	13260	0.06	1
0x1a862	Safra 2	28	5200	900	0	2	0	1	4	4	Nao	5542	0.52	1
0x1a86e	Safra 1	28	9900	0	0	6	1	2	4	20	Sim	6555	0.22	0
0x1a87	Safra 1	28	15300	64800	0	1	0	1	0	0	Sim	17166	0.24	1
0x1a870	Safra 2	28	5000	900	1	5	1	2	3	14	Sim	30011	0.23	1
0x1a87a	Safra 2	28	4800	400	1	4	0	2	1	8	Nao	7628	0.46	1
0x1a88	Safra 2	28	3700	100	0	1	0	1	0	0	Sim	11951	0.72	1
0x1a880	Safra 1	28	5500	0	0	1	0	1	0	0	Nao	17799	0.08	1
0x1a886	Safra 1	28	2300	37400	3	2	0	4	1	2	Nao	8816	0.26	1
0x1a89	Safra 1	28	4600	10900	3	1	0	2	0	0	Nao	10395	0.07	1
0x1a892	Safra 3	28	10100	133700	1	4	0	2	5	15	Sim	33108	0.59	1
0x1a89e	Safra 2	28	8500	1300	0	6	1	1	1	35	Sim	18860	0.2	1
0x1a8aa	Safra 3	28	23000	0	2	3	1	2	3	14	Sim	19357	0.33	1
0x1a8b6	Safra 1	28	5200	5600	0	3	2	1	0	0	Nao	5215	0.58	1
0x1a8c2	Safra 1	28	13100	31500	0	2	0	0	4	9	Nao	14759	0.47	1
0x1a8ce	Safra 1	28	8100	8500	3	3	1	2	2	6	Sim	25136	0.01	1
0x1a8da	Safra 2	28	3700	0	1	2	0	1	1	1	Nao	16800	0.58	1
0x1a8e	Safra 3	28	8300	4700	0	6	1	1	5	9	Sim	23399	0.16	0
0x1a8e0	Safra 2	28	2000	20800	0	1	0	1	1	1	Nao	5376	0.97	1
0x1a8e6	Safra 2	28	5000	0	1	2	0	2	1	6	Sim	22687	0.61	1
0x1a8f	Safra 2	28	10200	100	1	5	1	2	4	72	Sim	25344	0.16	1
0x1a8f2	Safra 1	28	9100	46900	1	1	0	0	0	0	Nao	8956	0.67	1
0x1a8f4	Safra 2	28	2100	49300	0	2	0	1	1	7	Sim	26819	0.03	1
0x1a8f5	Safra 1	28	1900	25200	0	2	0	1	1	2	Sim	17238	0.39	0
0x1a8fe	Safra 2	28	16200	600	0	4	0	1	1	1	Sim	17859	0.25	1
0x1a90	Safra 2	28	8700	51200	5	3	0	3	5	13	Nao	15705	0.02	1
0x1a900	Safra 1	28	10500	85200	0	2	0	1	6	9	Nao	11377	0.47	1
0x1a90a	Safra 3	28	12400	7500	0	5	0	1	4	12	Sim	25532	0.65	1
0x1a91	Safra 3	28	8900	4300	0	4	0	1	1	3	Sim	11719	0.49	1
0x1a910	Safra 3	28	24900	7300	0	3	1	1	3	21	Nao	10210	0.05	0
0x1a916	Safra 1	28	5500	0	1	5	1	2	5	52	Sim	29852	0.08	1
0x1a92	Safra 1	28	4700	0	0	10	0	1	2	15	Nao	14033	0.64	1
0x1a922	Safra 2	28	15800	3300	0	4	0	1	2	10	Sim	16907	0.37	1
0x1a92e	Safra 2	28	13300	3600	3	3	1	2	6	20	Sim	16263	0.35	1
0x1a93	Safra 1	28	15500	30300	3	6	0	3	3	16	Sim	34143	0.1	1
0x1a930	Safra 3	28	8000	40100	0	2	0	1	1	2	Sim	15146	0.46	1
0x1a93a	Safra 2	28	17800	70200	7	4	0	3	7	14	Sim	26162	0.48	1
0x1a94	Safra 2	28	7200	0	0	2	0	3	2	2	Sim	5830	0.2	0
0x1a940	Safra 1	28	3300	0	1	3	0	1	2	14	Nao	4546	0.49	1
0x1a946	Safra 2	28	4800	200	0	3	1	2	3	23	Sim	13948	0.37	0
0x1a95	Safra 3	28	2300	72800	0	3	0	3	2	16	Sim	14081	0.01	1
0x1a952	Safra 1	28	4800	400	1	3	1	2	3	24	Sim	20878	0.08	1
0x1a95e	Safra 2	28	6100	2500	1	4	0	2	2	5	Sim	26799	0.21	1
0x1a96a	Safra 3	28	11500	300	1	4	0	2	1	8	Sim	12803	0.58	1
0x1a976	Safra 3	28	6700	400	1	3	2	2	5	59	Sim	39059	0.12	0
0x1a982	Safra 3	28	7600	18400	2	2	0	2	1	4	Sim	6301	0.59	1
0x1a98e	Safra 1	28	11300	139600	0	4	0	1	3	4	Sim	10956	0.77	1
0x1a99a	Safra 1	28	3800	0	0	2	0	0	1	7	Nao	18561	0.32	1
0x1a9a	Safra 3	28	3800	0	0	2	0	1	1	1	Sim	8899	0.04	1
0x1a9a0	Safra 1	28	8200	700	0	1	0	1	1	1	Nao	8922	0.96	0
0x1a9a6	Safra 2	28	47300	100	1	3	0	1	5	15	Sim	25824	0.25	1
0x1a9a7	Safra 2	28	6100	0	1	9	4	2	2	44	Sim	7416	0.11	1
0x1a9b	Safra 1	28	6100	0	1	2	0	1	1	8	Nao	18791	0.42	1
0x1a9b2	Safra 1	28	6100	600	2	4	0	2	3	3	Sim	11973	0.2	1
0x1a9be	Safra 3	28	12300	8200	0	5	2	2	2	36	Sim	28105	0.47	1
0x1a9c	Safra 2	28	14000	152300	0	5	1	1	6	10	Sim	9583	0.47	0
0x1a9c0	Safra 3	28	4900	8400	0	2	0	1	1	2	Sim	12998	0.04	1
0x1a9ca	Safra 2	28	3800	100	1	3	2	2	3	174	Sim	28369	0.2	0
0x1a9d	Safra 3	28	11000	10300	0	5	1	2	1	6	Sim	26868	0.4	1
0x1a9d0	Safra 2	28	4900	68800	4	2	0	1	4	4	Sim	12955	0.49	1
0x1a9d6	Safra 3	28	7900	0	1	2	0	2	1	8	Sim	13832	0.37	1
0x1a9e	Safra 2	28	3500	103800	0	4	0	1	1	5	Sim	36459	0.3	1
0x1a9e2	Safra 3	28	12000	29200	0	4	0	3	0	0	Sim	26858	0.3	1
0x1a9ee	Safra 3	28	9200	2800	3	12	3	3	1	8	Sim	8101	0.52	0
0x1a9f	Safra 3	28	2600	8200	1	1	0	1	0	0	Nao	11249	0.01	1
0x1a9f0	Safra 2	28	14900	13700	0	6	2	3	5	32	Sim	60245	0.47	1
0x1a9fa	Safra 1	28	9500	200	0	6	1	1	5	18	Sim	13646	0	1
0x1aa0	Safra 2	28	7900	500	2	3	1	2	2	24	Sim	19243	0	0
0x1aa00	Safra 2	28	11900	400	0	2	0	1	0	0	Sim	29273	0.25	1
0x1aa06	Safra 3	28	20800	39400	0	2	0	0	1	4	Sim	30622	0.25	1
0x1aa1	Safra 3	28	5300	0	0	2	0	1	1	3	Nao	7746	0.12	1
0x1aa12	Safra 2	28	4500	0	0	2	0	1	0	0	Sim	21033	0.2	1
0x1aa1e	Safra 3	28	7200	400	1	8	1	2	9	87	Sim	3650	0.49	1
0x1aa2a	Safra 1	28	3400	0	1	4	1	3	2	23	Sim	28230	0.03	1
0x1aa36	Safra 1	28	1400	9900	0	1	0	1	0	0	Nao	6618	0.8	1
0x1aa42	Safra 2	28	4500	400	0	5	2	2	6	54	Sim	8330	0.34	1
0x1aa4e	Safra 3	28	4700	0	0	3	0	1	2	15	Nao	19281	0.36	1
0x1aa5a	Safra 2	28	4600	0	0	2	0	1	2	4	Nao	7204	0.12	1
0x1aa6	Safra 2	28	2500	11300	0	2	0	1	1	2	Nao	9604	0.27	1
0x1aa60	Safra 3	28	5400	0	1	4	0	2	2	2	Nao	8012	0.75	1
0x1aa66	Safra 1	28	14900	75200	1	3	0	2	6	17	Sim	17116	0.1	1
0x1aa7	Safra 2	28	7500	23700	3	1	0	4	0	0	Nao	9361	0.01	1
0x1aa72	Safra 3	28	14800	13700	0	2	0	1	1	4	Sim	2333	0.08	1
