ID_RESPONDENTE	IDADE	GENERO	ESTADO_CIVIL	OCUPACAO_USUAL	RENDA_MENSAL_FAMILIAR	GRAU_EDUCACAO	REFEICAO_MAIS_FREQUENTE	COMPRAS_SAUDAVEIS	RECLAMACAO_ATRASO	AVALIACAO_MEDIA_ANTERIOR	INFLUENCIADO_POR_NOTA
992	22	Masculino	Solteiro	Estudante	15400	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
993	28	Masculino	Solteiro	Autonomo	8800	Pos-Graduacao	Almoco	Nao	Nao	4.5	0
994	34	Feminino	Solteiro	Estudante	6200	Graduacao	Almoco	Nao	Nao	4.9	1
995	33	Masculino	Casado	Estudante	1900	Graduacao	Almoco	Sim	Nao	4.5	1
996	19	Masculino	Casado	Estudante	7200	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	0
997	44	Masculino	Casado	Sem Ocupacao	6800	Pos-Graduacao	Lanches	Nao	Nao	4.4	0
998	28	Masculino	Casado	Autonomo	3100	Pos-Graduacao	Lanches	Nao	Nao	4.5	0
999	28	Masculino	Solteiro	Empregado CLT	6700	Graduacao	Almoco	Sim	Sim	4.9	1
1000	38	Masculino	Divorciado	Sem Ocupacao	11600	Graduacao	Almoco	Nao	Nao	4.8	1
1001	27	Feminino	Solteiro	Sem Ocupacao	9300	Graduacao	Jantar	Nao	Nao	4.3	0
1002	33	Feminino	Casado	Empregado CLT	7300	Graduacao	Almoco	Nao	Nao	4.8	1
1003	21	Feminino	Casado	Sem Ocupacao	4900	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.1	1
1004	28	Feminino	Solteiro	Sem Ocupacao	7700	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	0
1005	22	Masculino	Casado	Autonomo	5100	Graduacao	Almoco	Nao	Sim	4.4	1
1006	18	Feminino	Casado	Sem Ocupacao	2800	Sem Instrucao	Cafe da manha	Nao	Nao	4.9	1
1007	27	Masculino	Casado	Autonomo	8800	Ensino Fund./Medio	Almoco	Nao	Nao	4.8	1
1008	61	Masculino	Casado	Empregado CLT	15000	Pos-Graduacao	Lanches	Nao	Nao	4.7	1
1009	28	Masculino	Solteiro	Empregado CLT	8900	Sem Instrucao	Almoco	Nao	Nao	4.5	0
1010	26	Feminino	Casado	Sem Ocupacao	7000	Sem Instrucao	Cafe da manha	Nao	Nao	4.5	0
1011	29	Feminino	Divorciado	Empregado CLT	9800	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.4	0
1012	27	Masculino	Solteiro	Empregado CLT	14400	Graduacao	Jantar	Nao	Sim	4.6	1
1013	31	Feminino	Solteiro	Empregado CLT	3400	Graduacao	Almoco	Nao	Nao	4.7	1
1014	53	Masculino	Casado	Empregado CLT	5900	Pos-Graduacao	Cafe da manha	Nao	Nao	4.9	1
1015	72	Feminino	Viúvo	Empregado CLT	6800	Pos-Graduacao	Cafe da manha	Sim	Nao	4.7	1
1016	26	Feminino	Solteiro	Sem Ocupacao	5000	Pos-Graduacao	Cafe da manha	Nao	Nao	4.8	1
1017	33	Masculino	Solteiro	Sem Ocupacao	12000	Graduacao	Almoco	Sim	Nao	4.7	1
1018	30	Masculino	Casado	Autonomo	10300	Graduacao	Jantar	Nao	Nao	4.9	1
1019	41	Feminino	Casado	Empregado CLT	10300	Pos-Graduacao	Jantar	Nao	Nao	4.8	1
1020	32	Masculino	Solteiro	Empregado CLT	5600	Graduacao	Jantar	Sim	Nao	4.6	1
1021	29	Feminino	Casado	Autonomo	7200	Ensino Fund./Medio	Jantar	Sim	Sim	4.5	1
1022	25	Feminino	Solteiro	Estudante	7900	Sem Instrucao	Almoco	Nao	Nao	4.9	1
1023	28	Feminino	Casado	Autonomo	5500	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	0
1024	28	Feminino	Solteiro	Empregado CLT	7000	Graduacao	Cafe da manha	Nao	Nao	4.4	1
1025	58	Masculino	Solteiro	Autonomo	6300	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	1
1026	44	Masculino	Casado	Autonomo	11200	Ensino Fund./Medio	Jantar	Nao	Sim	4.8	1
1027	50	Masculino	Casado	Empregado CLT	7200	Graduacao	Lanches	Nao	Nao	4.7	0
1028	43	Masculino	Divorciado	Autonomo	10000	Sem Instrucao	Jantar	Nao	Nao	4.5	1
1029	18	Masculino	Casado	Estudante	8600	Graduacao	Jantar	Nao	Nao	4.3	0
1030	30	Feminino	Casado	Empregado CLT	8400	Graduacao	Almoco	Sim	Sim	4.9	1
1031	23	Masculino	Casado	Empregado CLT	2600	Ensino Fund./Medio	Almoco	Sim	Nao	4.7	1
1032	43	Masculino	Casado	Autonomo	7500	Pos-Graduacao	Almoco	Nao	Sim	4.4	1
1033	24	Feminino	Solteiro	Empregado CLT	1900	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.9	1
1034	26	Masculino	Casado	Autonomo	7000	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.9	1
1035	18	Feminino	Casado	Estudante	8900	Ensino Fund./Medio	Almoco	Nao	Nao	4.3	1
1036	31	Feminino	Casado	Estudante	8200	Graduacao	Cafe da manha	Nao	Nao	4.5	1
1037	65	Masculino	Casado	Autonomo	6600	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.4	0
1038	18	Masculino	Solteiro	Autonomo	3600	Graduacao	Almoco	Nao	Nao	4.7	1
1039	24	Masculino	Casado	Autonomo	15600	Sem Instrucao	Almoco	Sim	Sim	4.5	1
1040	31	Feminino	Casado	Empregado CLT	10100	Graduacao	Almoco	Nao	Nao	4.9	1
1041	29	Feminino	Solteiro	Empregado CLT	11500	Graduacao	Cafe da manha	Nao	Nao	4.3	0
1042	24	Masculino	Casado	Empregado CLT	13700	Ensino Fund./Medio	Almoco	Sim	Nao	4.7	1
1043	86	Masculino	Casado	Aposentado	14500	Pos-Graduacao	Jantar	Nao	Nao	4.6	1
1044	26	Masculino	Casado	Empregado CLT	11000	Pos-Graduacao	Almoco	Nao	Sim	4.6	1
1045	22	Masculino	Solteiro	Estudante	13100	Ensino Fund./Medio	Almoco	Sim	Nao	4.7	1
1046	27	Masculino	Solteiro	Estudante	11300	Pos-Graduacao	Almoco	Nao	Nao	4.5	1
1047	24	Feminino	Casado	Empregado CLT	7200	Ensino Fund./Medio	Lanches	Sim	Nao	4.7	1
1048	29	Feminino	Casado	Estudante	1400	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
1049	20	Feminino	Casado	Autonomo	12500	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
1050	32	Masculino	Solteiro	Empregado CLT	3000	Pos-Graduacao	Almoco	Nao	Nao	4.0	0
1051	28	Feminino	Casado	Autonomo	12800	Graduacao	Cafe da manha	Nao	Nao	4.7	0
1052	28	Feminino	Divorciado	Empregado CLT	4700	Graduacao	Lanches	Nao	Nao	4.7	0
1053	33	Feminino	Solteiro	Empregado CLT	6600	Graduacao	Almoco	Nao	Nao	4.7	1
1054	35	Feminino	Solteiro	Autonomo	12000	Pos-Graduacao	Lanches	Nao	Sim	4.2	1
1055	60	Feminino	Viúvo	Sem Ocupacao	10300	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
1056	29	Feminino	Casado	Estudante	8500	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.3	0
1057	30	Masculino	Solteiro	Empregado CLT	6900	Graduacao	Cafe da manha	Nao	Nao	4.6	1
1058	26	Masculino	Casado	Empregado CLT	2500	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	0
1059	27	Feminino	Solteiro	Estudante	6000	Ensino Fund./Medio	Lanches	Nao	Nao	4.3	0
1060	28	Masculino	Casado	Empregado CLT	16500	Ensino Fund./Medio	Jantar	Nao	Nao	4.7	1
1061	29	Feminino	Casado	Empregado CLT	6300	Graduacao	Cafe da manha	Nao	Nao	4.5	1
1062	39	Feminino	Casado	Empregado CLT	5600	Pos-Graduacao	Lanches	Nao	Nao	4.5	1
1063	21	Masculino	Solteiro	Sem Ocupacao	12800	Ensino Fund./Medio	Jantar	Sim	Sim	4.9	1
1064	26	Masculino	Casado	Autonomo	6200	Pos-Graduacao	Jantar	Nao	Nao	4.7	1
1065	35	Masculino	Solteiro	Empregado CLT	14000	Graduacao	Cafe da manha	Nao	Nao	4.4	0
1066	44	Feminino	Divorciado	Aposentado	16400	Sem Instrucao	Almoco	Nao	Nao	4.5	1
1067	42	Masculino	Casado	Sem Ocupacao	3500	Graduacao	Almoco	Nao	Nao	4.6	0
1068	22	Feminino	Solteiro	Sem Ocupacao	8400	Sem Instrucao	Cafe da manha	Nao	Nao	4.5	1
1069	37	Feminino	Solteiro	Autonomo	6600	Pos-Graduacao	Lanches	Nao	Nao	4.6	0
1070	40	Masculino	Casado	Empregado CLT	15900	Pos-Graduacao	Almoco	Nao	Nao	4.6	1
1071	27	Masculino	Solteiro	Empregado CLT	11700	Pos-Graduacao	Lanches	Nao	Nao	4.5	0
1072	20	Feminino	Solteiro	Autonomo	4500	Ensino Fund./Medio	Almoco	Nao	Nao	4.9	0
1073	27	Feminino	Solteiro	Sem Ocupacao	8400	Graduacao	Lanches	Nao	Sim	4.2	0
1074	27	Feminino	Solteiro	Empregado CLT	7200	Graduacao	Almoco	Nao	Nao	4.7	1
1075	37	Feminino	Casado	Sem Ocupacao	9900	Sem Instrucao	Jantar	Nao	Sim	4.5	1
1076	25	Masculino	Casado	Sem Ocupacao	7100	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
1077	33	Feminino	Casado	Empregado CLT	16100	Graduacao	Lanches	Nao	Nao	4.9	0
1078	43	Masculino	Solteiro	Empregado CLT	7500	Pos-Graduacao	Lanches	Nao	Nao	4.2	0
1079	26	Masculino	Solteiro	Autonomo	10200	Ensino Fund./Medio	Almoco	Nao	Nao	4.8	1
1080	32	Masculino	Casado	Empregado CLT	20000	Sem Instrucao	Cafe da manha	Sim	Sim	4.6	1
1081	21	Feminino	Solteiro	Empregado CLT	5800	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
1082	27	Masculino	Casado	Empregado CLT	8200	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	0
1083	30	Masculino	Casado	Empregado CLT	7200	Ensino Fund./Medio	Lanches	Nao	Nao	4.3	0
1084	37	Feminino	Casado	Autonomo	3500	Graduacao	Almoco	Nao	Nao	4.5	1
1085	25	Masculino	Casado	Estudante	7400	Graduacao	Almoco	Nao	Nao	4.9	1
1086	29	Feminino	Casado	Empregado CLT	11200	Graduacao	Almoco	Sim	Sim	4.5	1
1087	34	Masculino	Casado	Empregado CLT	16800	Graduacao	Cafe da manha	Nao	Nao	4.6	1
1088	40	Feminino	Casado	Autonomo	7400	Ensino Fund./Medio	Jantar	Sim	Sim	4.7	1
1089	18	Feminino	Solteiro	Empregado CLT	11300	Sem Instrucao	Almoco	Nao	Nao	4.7	1
1090	31	Feminino	Casado	Autonomo	6400	Ensino Fund./Medio	Lanches	Nao	Nao	4.7	1
1091	25	Feminino	Casado	Estudante	6000	Ensino Fund./Medio	Almoco	Sim	Nao	4.6	1
1092	43	Feminino	Casado	Autonomo	7600	Graduacao	Almoco	Nao	Nao	4.7	0
1093	31	Masculino	Casado	Estudante	7300	Graduacao	Cafe da manha	Nao	Nao	4.6	0
1094	53	Masculino	Casado	Empregado CLT	7300	Graduacao	Lanches	Nao	Nao	4.9	0
1095	26	Feminino	Solteiro	Empregado CLT	7700	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.3	0
1096	18	Feminino	Solteiro	Estudante	6800	Ensino Fund./Medio	Cafe da manha	Nao	Sim	4.2	1
1097	34	Masculino	Casado	Empregado CLT	3100	Graduacao	Lanches	Sim	Nao	4.3	0
1098	45	Feminino	Casado	Autonomo	8200	Pos-Graduacao	Cafe da manha	Sim	Nao	4.5	0
1099	23	Masculino	Solteiro	Estudante	16900	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
1100	32	Masculino	Casado	Empregado CLT	13100	Graduacao	Almoco	Sim	Sim	4.5	1
1101	37	Feminino	Casado	Empregado CLT	4600	Graduacao	Jantar	Nao	Nao	4.3	0
1102	38	Masculino	Divorciado	Estudante	3200	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	1
1103	46	Feminino	Casado	Empregado CLT	6700	Graduacao	Almoco	Nao	Nao	4.9	1
1104	20	Masculino	Solteiro	Empregado CLT	8300	Ensino Fund./Medio	Jantar	Nao	Nao	4.6	1
1105	43	Feminino	Divorciado	Empregado CLT	7600	Graduacao	Lanches	Sim	Sim	4.7	1
1106	48	Masculino	Divorciado	Sem Ocupacao	13100	Ensino Fund./Medio	Almoco	Nao	Nao	4.2	1
1107	25	Feminino	Solteiro	Autonomo	1400	Ensino Fund./Medio	Almoco	Sim	Nao	4.5	1
1108	24	Masculino	Casado	Sem Ocupacao	11500	Ensino Fund./Medio	Almoco	Nao	Sim	4.2	1
1109	31	Feminino	Solteiro	Empregado CLT	8100	Graduacao	Cafe da manha	Nao	Nao	4.2	1
1110	42	Masculino	Casado	Autonomo	7600	Pos-Graduacao	Lanches	Nao	Nao	4.5	1
1111	44	Masculino	Casado	Empregado CLT	10900	Pos-Graduacao	Cafe da manha	Nao	Nao	4.8	0
1112	38	Masculino	Casado	Autonomo	4800	Graduacao	Cafe da manha	Nao	Nao	4.5	1
1113	26	Feminino	Solteiro	Sem Ocupacao	15100	Sem Instrucao	Lanches	Nao	Nao	4.3	0
1114	33	Feminino	Solteiro	Autonomo	5200	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
1115	20	Masculino	Casado	Empregado CLT	8000	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
1116	49	Masculino	Divorciado	Empregado CLT	7000	Pos-Graduacao	Jantar	Nao	Nao	4.7	1
1117	24	Feminino	Solteiro	Estudante	6900	Sem Instrucao	Cafe da manha	Nao	Nao	4.7	0
1118	22	Masculino	Solteiro	Estudante	11600	Sem Instrucao	Cafe da manha	Nao	Nao	4.8	1
1119	59	Masculino	Casado	Sem Ocupacao	9800	Pos-Graduacao	Cafe da manha	Nao	Sim	4.2	0
1120	41	Feminino	Casado	Empregado CLT	4500	Pos-Graduacao	Jantar	Nao	Nao	4.9	1
1121	48	Masculino	Casado	Empregado CLT	8800	Pos-Graduacao	Cafe da manha	Nao	Nao	4.3	0
1122	55	Feminino	Casado	Empregado CLT	12600	Sem Instrucao	Lanches	Nao	Nao	4.5	1
1123	29	Masculino	Solteiro	Empregado CLT	7800	Pos-Graduacao	Jantar	Nao	Nao	4.6	1
1124	25	Feminino	Casado	Estudante	3300	Pos-Graduacao	Jantar	Nao	Nao	4.5	1
1125	33	Feminino	Casado	Autonomo	4200	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
1126	25	Masculino	Divorciado	Sem Ocupacao	12100	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
1127	30	Feminino	Casado	Empregado CLT	11900	Pos-Graduacao	Cafe da manha	Nao	Nao	4.7	1
1128	44	Masculino	Casado	Autonomo	4000	Pos-Graduacao	Almoco	Nao	Nao	4.8	1
1129	24	Masculino	Solteiro	Estudante	6500	Sem Instrucao	Cafe da manha	Nao	Nao	4.7	1
1130	37	Masculino	Casado	Empregado CLT	1700	Graduacao	Cafe da manha	Nao	Nao	4.5	0
1131	31	Masculino	Casado	Empregado CLT	14400	Graduacao	Lanches	Nao	Nao	4.7	1
1132	27	Feminino	Solteiro	Empregado CLT	15100	Graduacao	Almoco	Sim	Sim	4.8	1
1133	39	Masculino	Casado	Estudante	5500	Pos-Graduacao	Almoco	Nao	Nao	4.7	1
1134	55	Masculino	Casado	Sem Ocupacao	9000	Pos-Graduacao	Cafe da manha	Nao	Nao	4.9	1
1135	34	Masculino	Casado	Autonomo	16600	Graduacao	Cafe da manha	Nao	Nao	4.3	0
1136	31	Feminino	Casado	Empregado CLT	13600	Pos-Graduacao	Cafe da manha	Nao	Nao	4.6	1
1137	21	Feminino	Solteiro	Estudante	9400	Sem Instrucao	Cafe da manha	Nao	Nao	4.2	1
1138	27	Masculino	Casado	Estudante	5500	Graduacao	Cafe da manha	Nao	Nao	4.7	1
1139	42	Masculino	Casado	Autonomo	8300	Graduacao	Cafe da manha	Nao	Nao	4.9	1
1140	43	Masculino	Casado	Empregado CLT	4500	Graduacao	Cafe da manha	Nao	Nao	4.7	1
1141	37	Masculino	Solteiro	Empregado CLT	9600	Pos-Graduacao	Lanches	Nao	Nao	4.6	0
1142	18	Masculino	Solteiro	Estudante	4600	Sem Instrucao	Lanches	Nao	Nao	4.6	0
1143	19	Masculino	Casado	Estudante	10500	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
1144	28	Masculino	Solteiro	Empregado CLT	8300	Graduacao	Almoco	Sim	Sim	4.8	1
1145	37	Feminino	Casado	Autonomo	12400	Pos-Graduacao	Jantar	Nao	Nao	4.7	1
1146	61	Feminino	Casado	Empregado CLT	12300	Graduacao	Lanches	Sim	Nao	4.6	1
1147	41	Masculino	Solteiro	Autonomo	7900	Graduacao	Cafe da manha	Sim	Nao	4.7	0
1148	28	Feminino	Casado	Estudante	4800	Graduacao	Almoco	Nao	Nao	4.5	1
1149	43	Masculino	Casado	Empregado CLT	10400	Graduacao	Jantar	Nao	Nao	4.5	1
1150	30	Masculino	Casado	Autonomo	9600	Ensino Fund./Medio	Almoco	Nao	Nao	4.6	1
1151	60	Masculino	Casado	Autonomo	11600	Graduacao	Almoco	Sim	Sim	4.5	1
1152	36	Masculino	Casado	Estudante	10200	Ensino Fund./Medio	Lanches	Nao	Nao	4.7	1
1153	43	Masculino	Viúvo	Empregado CLT	9200	Pos-Graduacao	Jantar	Nao	Nao	4.7	1
1154	21	Masculino	Solteiro	Empregado CLT	10300	Graduacao	Almoco	Sim	Nao	4.6	1
1155	30	Feminino	Solteiro	Empregado CLT	6600	Graduacao	Cafe da manha	Nao	Nao	4.7	1
1156	55	Feminino	Casado	Autonomo	21900	Pos-Graduacao	Almoco	Sim	Sim	4.8	1
1157	32	Masculino	Solteiro	Sem Ocupacao	1800	Pos-Graduacao	Lanches	Nao	Nao	4.6	1
1158	51	Masculino	Casado	Sem Ocupacao	3300	Pos-Graduacao	Lanches	Nao	Nao	4.6	0
1159	27	Masculino	Solteiro	Estudante	2000	Ensino Fund./Medio	Lanches	Sim	Nao	4.9	1
1160	29	Masculino	Casado	Estudante	4800	Graduacao	Lanches	Nao	Nao	4.5	0
1161	30	Masculino	Solteiro	Empregado CLT	7600	Graduacao	Lanches	Nao	Nao	4.6	1
1162	28	Feminino	Casado	Autonomo	4800	Graduacao	Lanches	Nao	Nao	4.5	0
1163	28	Feminino	Divorciado	Empregado CLT	6300	Graduacao	Almoco	Nao	Nao	4.6	1
1164	39	Feminino	Casado	Sem Ocupacao	13100	Graduacao	Almoco	Nao	Nao	4.6	1
1165	29	Feminino	Casado	Autonomo	1600	Pos-Graduacao	Lanches	Nao	Nao	4.7	0
1166	28	Feminino	Casado	Empregado CLT	13000	Graduacao	Almoco	Nao	Nao	4.7	1
1167	37	Feminino	Casado	Estudante	4100	Pos-Graduacao	Cafe da manha	Nao	Nao	4.5	1
1168	26	Feminino	Casado	Estudante	4200	Graduacao	Jantar	Nao	Nao	4.9	1
1169	26	Feminino	Solteiro	Autonomo	5600	Graduacao	Jantar	Nao	Nao	4.2	0
1170	26	Masculino	Solteiro	Sem Ocupacao	4500	Ensino Fund./Medio	Lanches	Nao	Nao	4.5	0
1171	26	Feminino	Casado	Sem Ocupacao	7600	Graduacao	Almoco	Nao	Sim	4.7	1
1172	24	Feminino	Solteiro	Estudante	18100	Ensino Fund./Medio	Almoco	Sim	Sim	4.5	1
1173	29	Feminino	Solteiro	Autonomo	9500	Sem Instrucao	Lanches	Sim	Nao	4.7	1
1174	24	Feminino	Solteiro	Autonomo	9400	Ensino Fund./Medio	Cafe da manha	Nao	Sim	4.5	1
1175	28	Feminino	Solteiro	Empregado CLT	8000	Graduacao	Cafe da manha	Nao	Nao	4.6	1
1176	29	Feminino	Solteiro	Sem Ocupacao	3600	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	0
1177	50	Masculino	Divorciado	Empregado CLT	4600	Ensino Fund./Medio	Jantar	Nao	Nao	4.5	0
1178	27	Feminino	Divorciado	Estudante	11200	Ensino Fund./Medio	Jantar	Sim	Sim	4.7	1
1179	24	Masculino	Solteiro	Empregado CLT	13800	Graduacao	Cafe da manha	Nao	Nao	4.6	1
1180	31	Masculino	Casado	Empregado CLT	7500	Sem Instrucao	Lanches	Nao	Sim	4.3	1
1181	29	Feminino	Solteiro	Estudante	7100	Graduacao	Cafe da manha	Nao	Nao	4.7	0
1182	42	Feminino	Casado	Autonomo	12200	Pos-Graduacao	Cafe da manha	Nao	Nao	4.4	0
1183	70	Feminino	Divorciado	Sem Ocupacao	3900	Graduacao	Lanches	Sim	Nao	4.4	0
1184	20	Feminino	Solteiro	Estudante	4100	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	1
1185	56	Feminino	Casado	Empregado CLT	10400	Pos-Graduacao	Almoco	Nao	Nao	4.4	1
1186	19	Feminino	Casado	Estudante	10100	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.7	0
1187	36	Masculino	Divorciado	Empregado CLT	5800	Pos-Graduacao	Cafe da manha	Nao	Nao	4.9	1
1188	29	Feminino	Solteiro	Empregado CLT	10500	Sem Instrucao	Lanches	Nao	Nao	4.7	1
1189	36	Masculino	Casado	Sem Ocupacao	18500	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
1190	34	Feminino	Solteiro	Autonomo	4800	Pos-Graduacao	Almoco	Sim	Nao	4.6	0
1191	24	Masculino	Solteiro	Sem Ocupacao	8700	Sem Instrucao	Almoco	Sim	Sim	4.7	1
1192	22	Feminino	Solteiro	Estudante	7200	Sem Instrucao	Cafe da manha	Nao	Nao	4.5	1
1193	18	Feminino	Solteiro	Estudante	3500	Graduacao	Lanches	Nao	Nao	4.5	0
1194	34	Masculino	Casado	Autonomo	4300	Graduacao	Jantar	Nao	Nao	4.8	1
1195	30	Masculino	Casado	Autonomo	7800	Pos-Graduacao	Almoco	Nao	Nao	4.5	0
1196	49	Masculino	Casado	Autonomo	7400	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
1197	34	Feminino	Solteiro	Empregado CLT	7800	Ensino Fund./Medio	Jantar	Nao	Nao	4.6	1
1198	25	Masculino	Casado	Estudante	5200	Graduacao	Almoco	Nao	Nao	4.6	1
1199	39	Masculino	Divorciado	Autonomo	13000	Graduacao	Lanches	Nao	Nao	4.8	1
1200	44	Feminino	Casado	Autonomo	9400	Graduacao	Lanches	Nao	Nao	4.8	0
1201	28	Masculino	Casado	Empregado CLT	12700	Ensino Fund./Medio	Almoco	Nao	Nao	4.9	1
1202	34	Feminino	Casado	Autonomo	6200	Graduacao	Lanches	Nao	Nao	4.7	1
1203	22	Masculino	Casado	Estudante	8600	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	1
1204	26	Masculino	Solteiro	Estudante	7500	Graduacao	Lanches	Nao	Nao	4.6	1
1205	51	Feminino	Solteiro	Sem Ocupacao	5500	Graduacao	Cafe da manha	Nao	Nao	4.5	0
1206	21	Feminino	Solteiro	Estudante	6900	Ensino Fund./Medio	Jantar	Nao	Nao	4.7	1
1207	27	Feminino	Solteiro	Autonomo	6800	Graduacao	Cafe da manha	Nao	Nao	4.7	1
1208	32	Masculino	Solteiro	Autonomo	14600	Ensino Fund./Medio	Almoco	Nao	Nao	4.5	1
1209	19	Feminino	Solteiro	Empregado CLT	14600	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.9	1
1210	26	Masculino	Casado	Autonomo	5600	Pos-Graduacao	Cafe da manha	Nao	Nao	4.8	0
1211	41	Masculino	Casado	Empregado CLT	4800	Graduacao	Lanches	Nao	Nao	4.9	0
1212	26	Feminino	Solteiro	Autonomo	10800	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
1213	22	Masculino	Solteiro	Estudante	2300	Ensino Fund./Medio	Jantar	Nao	Nao	4.5	1
1214	42	Masculino	Solteiro	Empregado CLT	8200	Pos-Graduacao	Lanches	Nao	Nao	4.6	1
1215	30	Feminino	Divorciado	Estudante	21000	Graduacao	Lanches	Nao	Nao	4.6	0
1216	28	Feminino	Casado	Estudante	6400	Graduacao	Almoco	Nao	Nao	4.7	1
1217	19	Masculino	Solteiro	Empregado CLT	12200	Ensino Fund./Medio	Lanches	Sim	Sim	4.0	1
1218	47	Feminino	Casado	Empregado CLT	7300	Graduacao	Jantar	Nao	Nao	4.6	1
1219	41	Masculino	Casado	Autonomo	8300	Pos-Graduacao	Lanches	Sim	Nao	4.8	1
1220	19	Masculino	Divorciado	Estudante	11900	Sem Instrucao	Cafe da manha	Nao	Nao	4.3	0
1221	85	Masculino	Casado	Sem Ocupacao	6700	Graduacao	Almoco	Nao	Nao	4.5	1
1222	20	Feminino	Solteiro	Estudante	9000	Ensino Fund./Medio	Almoco	Nao	Nao	4.5	1
1223	27	Masculino	Casado	Estudante	5400	Sem Instrucao	Jantar	Nao	Nao	4.7	0
1224	41	Feminino	Divorciado	Sem Ocupacao	4700	Graduacao	Jantar	Nao	Nao	4.3	0
1225	25	Masculino	Solteiro	Sem Ocupacao	3900	Sem Instrucao	Lanches	Nao	Nao	4.7	1
1226	33	Masculino	Divorciado	Empregado CLT	10400	Pos-Graduacao	Jantar	Nao	Sim	4.2	1
1227	34	Feminino	Divorciado	Sem Ocupacao	7800	Graduacao	Almoco	Sim	Sim	4.7	1
1228	32	Feminino	Casado	Empregado CLT	15200	Sem Instrucao	Almoco	Nao	Nao	4.5	1
1229	36	Masculino	Casado	Autonomo	10600	Graduacao	Lanches	Nao	Nao	4.7	1
1230	40	Masculino	Casado	Empregado CLT	19200	Ensino Fund./Medio	Cafe da manha	Sim	Nao	4.5	1
1231	23	Feminino	Casado	Sem Ocupacao	11100	Ensino Fund./Medio	Lanches	Nao	Nao	4.3	0
1232	26	Masculino	Casado	Autonomo	4900	Graduacao	Lanches	Nao	Nao	4.5	1
1233	26	Feminino	Solteiro	Estudante	12200	Ensino Fund./Medio	Lanches	Nao	Nao	4.2	1
1234	35	Feminino	Casado	Empregado CLT	8600	Graduacao	Almoco	Nao	Nao	4.5	1
1235	43	Masculino	Casado	Autonomo	5500	Ensino Fund./Medio	Lanches	Sim	Nao	4.5	1
1236	32	Feminino	Casado	Autonomo	4300	Ensino Fund./Medio	Lanches	Nao	Nao	4.8	0
1237	68	Feminino	Viúvo	Sem Ocupacao	17500	Pos-Graduacao	Almoco	Nao	Nao	4.4	1
1238	32	Masculino	Casado	Empregado CLT	6100	Graduacao	Lanches	Nao	Nao	4.5	0
1239	53	Masculino	Casado	Empregado CLT	26100	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.7	1
1240	21	Masculino	Solteiro	Estudante	5000	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	0
1241	25	Masculino	Solteiro	Estudante	12400	Sem Instrucao	Lanches	Sim	Sim	4.9	1
1242	30	Masculino	Solteiro	Empregado CLT	23700	Graduacao	Almoco	Nao	Nao	4.6	1
1243	27	Feminino	Solteiro	Empregado CLT	18800	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.5	1
1244	19	Feminino	Casado	Empregado CLT	4300	Ensino Fund./Medio	Cafe da manha	Nao	Nao	4.6	1
1245	23	Masculino	Solteiro	Sem Ocupacao	6500	Ensino Fund./Medio	Almoco	Nao	Nao	4.7	1
1246	59	Masculino	Casado	Autonomo	5800	Pos-Graduacao	Jantar	Nao	Nao	4.5	1
